Id,SalePrice
1461,128822.10171341265
1462,158634.42912642914
1463,173730.70476190478
1464,179777.5534186402
1465,199024.97692307693
1466,187854.5778846154
1467,169305.83271728273
1468,175410.89680650903
1469,172067.42857681535
1470,110853.35788461538
1471,187819.45996146087
1472,91603.65811965812
1473,99564.42460317459
1474,153109.1369047619
1475,129217.21596790892
1476,426177.17666666664
1477,272319.3966666666
1478,338181.22250000003
1479,284564.66672932333
1480,429369.375
1481,339512.4285714286
1482,217051.36666666664
1483,179609.2242063492
1484,188255.05411358323
1485,172475.45718022398
1486,201705.47206959705
1487,373693.3
1488,234481.16315789474
1489,201563.14017094017
1490,207486.06928571433
1491,192290.95900167082
1492,103774.95912910618
1493,177613.40946275945
1494,336089.09523809527
1495,289152.76666666666
1496,205840.90151515155
1497,180218.86031746032
1498,153520.88698412696
1499,149991.19365079363
1500,166476.39726190476
1501,173434.5898010145
1502,149824.39136752134
1503,286090.9698245614
1504,240983.43333333335
1505,205064.92148974215
1506,154561.1875
1507,227711.63712121212
1508,187730.26666666666
1509,162155.96130952382
1510,149188.82478632475
1511,142264.1865079365
1512,159528.19444444444
1513,153361.32095238095
1514,154551.92038353803
1515,175965.03055555557
1516,159044.2930952381
1517,138386.52857142856
1518,139724.70535714287
1519,217136.23441558442
1520,133065.27589237882
1521,139952.02687689295
1522,168254.11349206348
1523,113705.5117941318
1524,120607.01555968895
1525,126616.9434419345
1526,133330.77516477517
1527,110674.33032227033
1528,132877.17303783173
1529,138228.97519841272
1530,185913.28500388502
1531,134506.69285714286
1532,103477.25054694411
1533,143264.62166305917
1534,131553.09025974025
1535,136114.5643939394
1536,115824.49488493595
1537,95104.75736456526
1538,185063.98333333334
1539,183941.0
1540,124720.00714285714
1541,141675.09436090227
1542,130654.76285907076
1543,214686.58095238093
1544,84694.72323232323
1545,98437.41269841269
1546,132274.1765873016
1547,146882.8333333333
1548,125972.16182121969
1549,111819.35714285713
1550,135362.4972222222
1551,119251.35714285713
1552,135901.42045454547
1553,137157.0833333333
1554,121220.71277777778
1555,171748.35470085472
1556,102923.3893939394
1557,108957.83333333333
1558,91672.74145299145
1559,96946.95735930736
1560,138002.7405844156
1561,130736.07142857143
1562,129981.11041003764
1563,111548.2679677577
1564,153080.0916666667
1565,154185.2363636364
1566,209212.88461538465
1567,80474.95833333334
1568,194132.6
1569,115178.8393939394
1570,137472.15392078683
1571,128043.86568884333
1572,141183.65700778336
1573,239680.4333333333
1574,139932.1901709402
1575,225004.69194677874
1576,213704.23154761904
1577,199055.76498297026
1578,146875.07428571428
1579,141135.84342732432
1580,199568.39175558742
1581,142178.40359224108
1582,130953.66000233428
1583,364945.50833333336
1584,238343.44047619047
1585,141509.7580510992
1586,76724.52915140416
1587,106132.4667953668
1588,133970.5570048532
1589,112029.22555555555
1590,136987.43813131313
1591,103388.85324535679
1592,125634.65476190476
1593,121535.74558316081
1594,128517.36190476191
1595,100459.23958013314
1596,246166.93333333335
1597,163180.38959899748
1598,191002.8492063492
1599,217228.1176470588
1600,190618.8333333333
1601,57155.74611111111
1602,121413.12380952381
1603,96731.11050306991
1604,260318.00000000006
1605,254020.95839599
1606,177163.5064935065
1607,160493.8541666667
1608,210773.07128205127
1609,200775.26498297026
1610,164871.4996031746
1611,152942.84116059382
1612,180298.93253968254
1613,166265.33223981902
1614,126299.42069830754
1615,85013.76068376069
1616,77731.88568376069
1617,85777.15216727716
1618,128481.87964080686
1619,136055.86861047448
1620,190282.8
1621,122127.54624542124
1622,135433.47560039168
1623,261538.08928571426
1624,185452.85314685316
1625,127568.28322981368
1626,165999.9523809524
1627,180161.09508530685
1628,268798.96190476196
1629,178831.5776154401
1630,306105.36
1631,225449.9666666667
1632,243604.5
1633,172475.45718022398
1634,184868.8549145299
1635,179515.5467832168
1636,171868.32932131388
1637,175949.0126984127
1638,208376.3333333333
1639,195891.15476190476
1640,270248.4583333334
1641,191395.4166666667
1642,227763.92310134313
1643,239346.66428571427
1644,241109.6416666667
1645,204570.30833333335
1646,152513.24675324676
1647,161320.53571428574
1648,137053.63907203908
1649,140420.33744927426
1650,114574.83667249416
1651,119234.87631535131
1652,88802.547008547
1653,93304.9285958486
1654,152538.6666666667
1655,143954.22055137844
1656,152885.3823809524
1657,153197.0
1658,150987.47023809524
1659,127825.57186147186
1660,140674.46185383244
1661,447640.3083333334
1662,412321.96
1663,355891.43333333335
1664,451621.2
1665,328718.0475
1666,286580.1898245614
1667,297050.56
1668,332849.8975
1669,303508.75583333336
1670,327866.4058333333
1671,243353.73333333334
1672,404079.3
1673,327116.36666666664
1674,254869.95
1675,187538.9514095382
1676,188748.9228381096
1677,214197.85
1678,420445.0
1679,392946.19999999995
1680,304704.15
1681,282284.2
1682,288936.4833333333
1683,187241.69297428138
1684,175744.42662466844
1685,175678.14109232064
1686,171091.22126752557
1687,172475.45718022398
1688,187104.80817099568
1689,190335.47483766236
1690,179834.4090684138
1691,170073.61070512823
1692,268075.75006265665
1693,170288.5817564745
1694,176503.3634731757
1695,171668.19505696712
1696,266369.069047619
1697,193343.19505696715
1698,328872.16000000003
1699,407734.2166666667
1700,233789.28571428574
1701,257723.96428571426
1702,279302.4333333333
1703,292719.3833333333
1704,276944.0333333333
1705,253458.3333333333
1706,417601.2
1707,227688.475
1708,233044.32875000002
1709,319206.9058333334
1710,254254.3366666666
1711,257369.54411027566
1712,296075.74761904764
1713,236484.2214285714
1714,212043.2002164502
1715,200664.22868766118
1716,183042.92650727648
1717,164095.3502252252
1718,127774.34065934065
1719,206314.42261904763
1720,249588.8285714286
1721,168387.48355855854
1722,122712.84382284382
1723,152448.38632478635
1724,214793.54166666666
1725,226359.74389499388
1726,182558.74404761905
1727,165396.76098290598
1728,192920.85833333334
1729,165087.0533436853
1730,164425.7761904762
1731,129552.97007894069
1732,130199.40336681293
1733,116876.10308387312
1734,133802.3219782374
1735,130244.93168196749
1736,121167.17472934452
1737,324818.3333333333
1738,221418.40634920634
1739,288203.4148809524
1740,194013.1666666667
1741,191277.06105006105
1742,173434.5898010145
1743,169527.05621914315
1744,339435.0
1745,226107.5666666667
1746,289209.26
1747,214851.24666666667
1748,234587.15714285715
1749,159225.75220057723
1750,144909.6794871795
1751,238068.76944444445
1752,122193.21077534187
1753,149766.08236208238
1754,223662.08333333334
1755,164278.7042063492
1756,112515.2183770478
1757,124736.19323930945
1758,137711.8034510811
1759,172710.2396214896
1760,149267.15547619044
1761,152193.0626984127
1762,163889.3895021645
1763,153291.03383458644
1764,121136.31403508405
1765,150231.23834498835
1766,177466.73357142857
1767,197812.08333333334
1768,134131.04312351366
1769,172556.07142857142
1770,142277.20634920633
1771,133399.78977371837
1772,139316.64989276597
1773,148622.04134199134
1774,121860.71428571429
1775,134042.49774774775
1776,127480.1393939394
1777,109421.73410576353
1778,133391.02988906874
1779,98993.9921921922
1780,181113.75
1781,131640.55530417297
1782,89719.8617687747
1783,130636.09841269841
1784,121723.24545454545
1785,117959.05817343318
1786,154746.23055555558
1787,175430.97222222222
1788,52862.03333333334
1789,102366.23697691198
1790,93269.61538461539
1791,176719.0375
1792,154465.17155067157
1793,142718.85707070708
1794,137898.9778110778
1795,136431.65683865684
1796,121360.75407268172
1797,136508.69047619047
1798,131644.13403260458
1799,107720.65546218488
1800,115137.09293491351
1801,122733.97422077922
1802,147264.57276057277
1803,154584.8386904762
1804,139034.4357100416
1805,132185.7968975469
1806,130345.90917331206
1807,156649.56666666665
1808,131457.2935064935
1809,133311.35396825397
1810,153240.09642857144
1811,116990.4912987013
1812,108196.83654983011
1813,128388.75497113998
1814,97639.6939903234
1815,57003.652777777774
1816,108875.9722943723
1817,98752.3457010582
1818,142613.09
1819,128026.06888888888
1820,77930.02688172043
1821,118009.92027417028
1822,155675.97791068582
1823,66085.00000000001
1824,135596.8341503268
1825,135370.2930735931
1826,91026.38888888889
1827,103999.26766274661
1828,119911.55701754385
1829,109434.20562770563
1830,153534.93245614035
1831,165405.0
1832,102004.51666666666
1833,131803.94166666668
1834,130321.7496031746
1835,156848.69047619047
1836,133525.0524195103
1837,88600.39989759345
1838,128013.00505050502
1839,93259.02750582751
1840,178925.4761904762
1841,136222.80497518354
1842,105550.20984126985
1843,142228.93966817495
1844,137360.8981304643
1845,152400.67460317462
1846,157480.5040726817
1847,153504.0833333333
1848,44766.044444444444
1849,106986.4875
1850,124622.55283948142
1851,161642.07936507935
1852,135639.6264619883
1853,129426.63574203574
1854,172030.56944444444
1855,154617.53767147884
1856,224777.11515151514
1857,166195.30666666664
1858,138654.97445054943
1859,116567.86034632036
1860,147649.98801864803
1861,116567.86034632036
1862,279448.33238095243
1863,279448.33238095243
1864,279448.33238095243
1865,345446.24250000005
1866,346000.4083333333
1867,256133.40553884712
1868,272874.605952381
1869,190551.52859060984
1870,231303.6
1871,253147.577443609
1872,173733.58334378264
1873,222584.57246376816
1874,129699.76388156609
1875,207893.38624581942
1876,202209.1400058275
1877,192926.45145081123
1878,217249.06818181818
1879,129446.57953296704
1880,135244.25192324017
1881,232346.7
1882,258868.54761904763
1883,209998.04614797863
1884,219657.57142857145
1885,259318.8666666667
1886,245230.82595238095
1887,205609.31776724203
1888,275444.45
1889,176102.75773938705
1890,127018.52858380182
1891,144333.47471776587
1892,107911.90597554832
1893,126180.43842373842
1894,130651.67469435325
1895,151503.53724053726
1896,132307.97137681162
1897,150215.8333333333
1898,131792.1111111111
1899,162914.35970695972
1900,153779.60714285713
1901,156231.23095238095
1902,131733.64826839828
1903,226052.9
1904,134369.38787878788
1905,184423.555
1906,149956.32605401133
1907,179127.46666666667
1908,124808.2222222222
1909,137827.73769841267
1910,124302.37103174604
1911,185357.69545454546
1912,285375.0
1913,150973.48095238095
1914,73853.38301587301
1915,381970.0
1916,77360.4858974359
1917,275134.3464912281
1918,128040.96339283651
1919,150009.17576671694
1920,171009.475
1921,346918.2833333333
1922,328141.13916666666
1923,178245.0
1924,227359.28571428574
1925,229622.40822510823
1926,358573.73333333334
1927,137969.84005226864
1928,172293.04642857143
1929,126157.34127525086
1930,133638.96114718614
1931,142688.00794139082
1932,127471.11767399267
1933,165297.95367132867
1934,177126.07184169054
1935,183350.07106227108
1936,184909.53035714285
1937,193749.63269230767
1938,168479.65952380953
1939,267296.875
1940,202002.09692307693
1941,177644.94806341
1942,194090.32714646464
1943,189082.73333333334
1944,299894.3333333334
1945,359253.38333333336
1946,189798.0111111111
1947,295155.475
1948,179117.6388888889
1949,229576.51333333334
1950,164145.80796703295
1951,229360.83333333334
1952,215804.0166666667
1953,164394.46373015872
1954,189593.0
1955,126553.18207282913
1956,331379.2
1957,173346.805
1958,322503.2166666667
1959,153798.94285714283
1960,113893.21217670012
1961,126708.75867816825
1962,89850.88034188034
1963,98366.51589743591
1964,114523.73174603176
1965,146904.90202380953
1966,162473.4358974359
1967,282810.95
1968,384435.0333333333
1969,360557.8333333334
1970,426602.4833333333
1971,467479.37
1972,365800.95
1973,277800.6
1974,304740.0035714286
1975,442204.55
1976,277503.1333333333
1977,331825.6
1978,354303.84500000003
1979,347934.7
1980,196000.93325205913
1981,347562.4058333333
1982,220670.5
1983,216210.5
1984,167532.09438339437
1985,218280.8549689441
1986,201205.16999999998
1987,177348.5929213222
1988,176503.3634731757
1989,185151.48674242425
1990,213801.5061605062
1991,229835.3375
1992,218535.02496392495
1993,173736.00995800176
1994,232619.76349206353
1995,179552.88468928414
1996,248216.56428571432
1997,327047.15
1998,381548.55
1999,249500.94047619047
2000,324211.63333333336
2001,275103.7466666667
2002,221611.34738095236
2003,274835.29815789475
2004,308424.61666666664
2005,258186.2666666667
2006,223253.12000000002
2007,275146.6
2008,204194.83137973136
2009,200070.13554318488
2010,190671.60625996807
2011,135345.76190476192
2012,182019.44784427283
2013,178523.3430952381
2014,194042.4625
2015,195976.19166666668
2016,202498.1611842105
2017,194827.41035353538
2018,125649.87622639099
2019,120809.21529911738
2020,117051.28500503374
2021,116596.28500503374
2022,174683.68253968254
2023,148093.03293650792
2024,245558.97045454546
2025,328891.6583333333
2026,178812.7449682841
2027,163434.164484127
2028,153832.31111111114
2029,166888.14521672772
2030,305129.2666666667
2031,258238.375
2032,286365.575
2033,286365.52
2034,161822.80634920634
2035,221550.29929181933
2036,183728.16666666666
2037,185294.8333333333
2038,300844.2833333333
2039,218269.33333333334
2040,371701.51666666666
2041,274700.0
2042,201606.4157925408
2043,157306.37940476192
2044,179153.3928571429
2045,227539.5
2046,136481.97222222222
2047,139651.40476190476
2048,134153.9848145319
2049,137850.63461538462
2050,174599.1547619048
2051,112855.95736492793
2052,144846.33250572957
2053,141789.19778391544
2054,92469.2645021645
2055,141792.73313492065
