Id,SalePrice
1461,120775.3
1462,160117.3
1463,180209.11
1464,190632.08
1465,193061.72
1466,176471.16
1467,180016.9
1468,168788.33
1469,182049.78
1470,124077.59
1471,192106.97
1472,90621.7
1473,93296.92
1474,154347.0
1475,126722.414
1476,404073.6
1477,269619.06
1478,277569.56
1479,272173.4
1480,467554.94
1481,340859.72
1482,215152.75
1483,174023.6
1484,158862.39
1485,177460.48
1486,195794.45
1487,388509.56
1488,230797.28
1489,199275.39
1490,206052.8
1491,187697.92
1492,94743.25
1493,181000.44
1494,301559.34
1495,286975.8
1496,226464.58
1497,180483.4
1498,156539.17
1499,161446.58
1500,153433.06
1501,174090.11
1502,149649.25
1503,324664.38
1504,235136.72
1505,223677.7
1506,189943.08
1507,254277.53
1508,197486.78
1509,168377.8
1510,150126.64
1511,147477.12
1512,173466.22
1513,150264.33
1514,174395.3
1515,188629.55
1516,155496.06
1517,160816.06
1518,134506.88
1519,226209.12
1520,137133.55
1521,138347.8
1522,158437.88
1523,112938.664
1524,125284.625
1525,121432.24
1526,119430.625
1527,111863.04
1528,128499.46
1529,148165.16
1530,171665.6
1531,98550.39
1532,100226.17
1533,158180.06
1534,125089.86
1535,152923.34
1536,105976.37
1537,76509.836
1538,193258.62
1539,203773.47
1540,88460.12
1541,139772.19
1542,128938.06
1543,242117.02
1544,74628.984
1545,100755.33
1546,119055.4
1547,130768.06
1548,125079.8
1549,111885.016
1550,135809.33
1551,116001.016
1552,152685.94
1553,168826.08
1554,121701.414
1555,174052.08
1556,92301.47
1557,110530.73
1558,103739.125
1559,68432.72
1560,130197.47
1561,130587.72
1562,131872.8
1563,122264.79
1564,161050.25
1565,140384.47
1566,217982.6
1567,77703.9
1568,234045.16
1569,163592.19
1570,134837.86
1571,123336.46
1572,156054.06
1573,259087.4
1574,115326.11
1575,211062.14
1576,223370.78
1577,194280.69
1578,149042.97
1579,160857.6
1580,190573.44
1581,156376.77
1582,128808.81
1583,330932.38
1584,227122.62
1585,138173.11
1586,78565.21
1587,98686.336
1588,151295.73
1589,96012.7
1590,136922.58
1591,97058.45
1592,122348.87
1593,134642.6
1594,157905.38
1595,113567.93
1596,242697.5
1597,187381.06
1598,199815.05
1599,194948.58
1600,189926.92
1601,63059.965
1602,110595.42
1603,88128.805
1604,275705.5
1605,245729.16
1606,161834.56
1607,177121.12
1608,213825.33
1609,185694.95
1610,155353.52
1611,137437.28
1612,177462.1
1613,165931.55
1614,122364.586
1615,88472.336
1616,69049.64
1617,94339.57
1618,123765.46
1619,148179.95
1620,173330.11
1621,135822.72
1622,147424.97
1623,286877.5
1624,206906.64
1625,126831.78
1626,170003.75
1627,189465.5
1628,279282.47
1629,178620.56
1630,362706.94
1631,240073.78
1632,248823.62
1633,166842.95
1634,181961.53
1635,184815.1
1636,157742.55
1637,187021.77
1638,204453.56
1639,182108.25
1640,259459.53
1641,180390.48
1642,228225.58
1643,218699.05
1644,227778.44
1645,201443.27
1646,156747.88
1647,161120.7
1648,136865.66
1649,138529.25
1650,114903.04
1651,127653.88
1652,94931.22
1653,96421.54
1654,159410.16
1655,152054.42
1656,145536.42
1657,151692.98
1658,149371.7
1659,133510.22
1660,154342.39
1661,424848.28
1662,396000.53
1663,393441.5
1664,371273.7
1665,313378.38
1666,309342.47
1667,414043.12
1668,334714.44
1669,290049.84
1670,360309.47
1671,257082.92
1672,454133.6
1673,301087.56
1674,245120.58
1675,188730.22
1676,189394.66
1677,216483.17
1678,447761.5
1679,365177.8
1680,331602.84
1681,264545.03
1682,291150.28
1683,176951.36
1684,170869.28
1685,178002.94
1686,168202.56
1687,168918.88
1688,187532.38
1689,191464.19
1690,185754.06
1691,175660.12
1692,291297.72
1693,168661.36
1694,183597.94
1695,167335.44
1696,275904.3
1697,177330.45
1698,393810.94
1699,338228.1
1700,249322.47
1701,254950.4
1702,255424.6
1703,251121.38
1704,284270.34
1705,245295.47
1706,407799.84
1707,216403.52
1708,209278.77
1709,273272.16
1710,226318.14
1711,244014.42
1712,267471.38
1713,251034.17
1714,221878.73
1715,210623.25
1716,190276.1
1717,177445.33
1718,133602.62
1719,199818.06
1720,248840.56
1721,172115.4
1722,132592.84
1723,154790.16
1724,219996.81
1725,245092.75
1726,189233.56
1727,155025.92
1728,165839.42
1729,165877.03
1730,175399.64
1731,125151.24
1732,133513.7
1733,116612.75
1734,127167.49
1735,130090.4
1736,113714.36
1737,349355.16
1738,211025.66
1739,308334.03
1740,227701.38
1741,189616.66
1742,169048.14
1743,169181.55
1744,323951.47
1745,213764.4
1746,197566.7
1747,222389.75
1748,231921.64
1749,155582.23
1750,121916.54
1751,255214.34
1752,121548.01
1753,141485.28
1754,199170.06
1755,169049.94
1756,130003.52
1757,122804.13
1758,146564.73
1759,157367.31
1760,175710.53
1761,140677.67
1762,185843.73
1763,181195.81
1764,114103.586
1765,166939.23
1766,168636.86
1767,215764.72
1768,147756.62
1769,178222.73
1770,143274.47
1771,130732.016
1772,137483.48
1773,137944.61
1774,132114.98
1775,135562.39
1776,136115.14
1777,114097.76
1778,139983.17
1779,120793.0
1780,178483.16
1781,137141.64
1782,90564.516
1783,144081.56
1784,98492.625
1785,120310.02
1786,163709.42
1787,162110.02
1788,48349.434
1789,112346.76
1790,70587.484
1791,207240.36
1792,151872.7
1793,137984.6
1794,154002.6
1795,132702.97
1796,125300.17
1797,107850.836
1798,122638.18
1799,112685.88
1800,131029.7
1801,122984.086
1802,136043.45
1803,143391.94
1804,143444.67
1805,140083.08
1806,119982.19
1807,129113.45
1808,127256.02
1809,111771.74
1810,150868.34
1811,97143.6
1812,89332.17
1813,125942.086
1814,98443.56
1815,52688.168
1816,94413.74
1817,101965.3
1818,142310.03
1819,125485.24
1820,32574.701
1821,105053.51
1822,137613.8
1823,20992.447
1824,141332.2
1825,125872.984
1826,93237.22
1827,100019.37
1828,133402.17
1829,118381.93
1830,146205.58
1831,176335.75
1832,85978.16
1833,141749.88
1834,127712.336
1835,140122.39
1836,128695.875
1837,80087.3
1838,115273.76
1839,89122.43
1840,168204.8
1841,144041.38
1842,77151.03
1843,133863.47
1844,139065.42
1845,137941.16
1846,155454.3
1847,174947.69
1848,50214.113
1849,121328.484
1850,121324.375
1851,159913.67
1852,135423.42
1853,128852.13
1854,168679.4
1855,129067.94
1856,212938.66
1857,155381.56
1858,142304.7
1859,124718.62
1860,147384.98
1861,124772.79
1862,327941.88
1863,325005.28
1864,325005.28
1865,350784.44
1866,344718.56
1867,257244.2
1868,298725.72
1869,206152.52
1870,238620.67
1871,249551.84
1872,173103.75
1873,232879.81
1874,147936.95
1875,211215.94
1876,192932.75
1877,220924.94
1878,191428.66
1879,135701.64
1880,134024.0
1881,244388.62
1882,251248.16
1883,196536.92
1884,211042.16
1885,267294.56
1886,312263.0
1887,212454.7
1888,279870.5
1889,159159.3
1890,133803.78
1891,141256.12
1892,108959.75
1893,139485.45
1894,127272.21
1895,134756.98
1896,129982.266
1897,108596.98
1898,110355.7
1899,152394.36
1900,151846.08
1901,167278.2
1902,135271.66
1903,224969.77
1904,124229.805
1905,179487.62
1906,175898.28
1907,200502.7
1908,111249.805
1909,139446.5
1910,123088.21
1911,201378.17
1912,302104.94
1913,134906.44
1914,60946.15
1915,331750.62
1916,55114.887
1917,267962.0
1918,138679.34
1919,164125.03
1920,138055.36
1921,431917.88
1922,337752.4
1923,225824.16
1924,217251.58
1925,204872.58
1926,408129.28
1927,141638.27
1928,159671.48
1929,124687.836
1930,136882.62
1931,137514.78
1932,137740.4
1933,184208.84
1934,181095.45
1935,175742.42
1936,189457.5
1937,185757.0
1938,173440.81
1939,247765.14
1940,194752.16
1941,180347.36
1942,190715.34
1943,207444.64
1944,348725.72
1945,394361.16
1946,133309.84
1947,308757.62
1948,190240.5
1949,238135.58
1950,178153.75
1951,266538.0
1952,204307.3
1953,170621.88
1954,186565.58
1955,131283.58
1956,312559.97
1957,148099.4
1958,310176.94
1959,138691.16
1960,118291.086
1961,117798.77
1962,100038.52
1963,106047.35
1964,109025.555
1965,154397.8
1966,149085.62
1967,300397.94
1968,463060.5
1969,413214.2
1970,441357.25
1971,437691.53
1972,391749.03
1973,293275.53
1974,305887.78
1975,454473.1
1976,271998.88
